"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.12.0",Email,"All_Email",retries,number,"The number of times that the message was automatically resent because it was bounced back, or a similar transmission error condition.",,,""
"4.12.0",Email,"All_Email","return_addr",string,"The return address for the message.",,,""
"4.12.0",Email,"All_Email",size,number,"The size of the message, in bytes.",,,""
"4.12.0",Email,"All_Email",src,string,"The system that sent the message. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",,true,""
"4.12.0",Email,"All_Email","src_bunit",string,"The business unit of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","src_category",string,"The category of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","src_priority",string,"The priority of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","src_user",string,"The email address of the message sender.",,true,""
"4.12.0",Email,"All_Email","src_user_bunit",string,"The business unit of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","src_user_category",string,"The category of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","src_user_priority",string,"The priority of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","status_code",string,"The status code associated with the message.",,,""
"4.12.0",Email,"All_Email",subject,string,"The subject of the message.",,,""
"4.12.0",Email,"All_Email",tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Email,"All_Email",url,string,"The URL associated with the message, if any.",,,""
"4.12.0",Email,"All_Email",user,string,"The user context for the process. This is not the email address for the sender. For that, use the src_user field.",,,""
"4.12.0",Email,"All_Email","user_bunit",string,"The business unit of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","user_category",string,"The category of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","user_priority",string,"The priority of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Email,"All_Email","vendor_product",string,"The vendor and product of the email server used for the email transaction. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Email,"All_Email",xdelay,string,"Extended delay information for the message transaction. May contain details of all the delays from all the servers in the message transmission chain.",,,""
"4.12.0",Email,"All_Email",xref,string,"An external reference. Can contain message IDs or recipient addresses from related messages.",,,""
"4.12.0",Email,Filtering,"filter_action",string,"The status produced by the filter, such as 'accepted', 'rejected', or 'dropped'.",,,""
"4.12.0",Email,Filtering,"filter_score",number,"Numeric indicator assigned to specific emails by an email filter.",,,""
"4.12.0",Email,Filtering,signature,string,"The name of the filter applied.",,true,""
"4.12.0",Email,Filtering,"signature_extra",string,"Any additional information about the filter.",,,""
"4.12.0",Email,Filtering,"signature_id",string,"The id associated with the filter name.",,,""
"4.12.0",Endpoint,Filesystem,action,string,"The action performed on the resource.","acl_modified, created, deleted, modified, read",true,""
"4.12.0",Endpoint,Filesystem,dest,string,"The endpoint pertaining to the filesystem activity.",,true,""
"4.12.0",Endpoint,Filesystem,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"file_access_time",timestamp,"The time the file (the object of the event) was accessed.",,true,""
"4.12.0",Endpoint,Filesystem,"file_acl",string,"Access controls associated with the file affected by the event.",,true,""
"4.12.0",Endpoint,Filesystem,"file_create_time",timestamp,"The time the file (the object of the event) was created.",,true,""
"4.12.0",Endpoint,Filesystem,"file_hash",string,"A cryptographic identifier assigned to the file object affected by the event.",,true,""
"4.12.0",Endpoint,Filesystem,"file_modify_time",timestamp,"The time the file (the object of the event) was altered.",,true,""
"4.12.0",Endpoint,Filesystem,"file_name",string,"The name of the file, such as notepad.exe.",,true,""
"4.12.0",Endpoint,Filesystem,"file_path",string,"The path of the file, such as C:\Windows\System32\notepad.exe.",,true,""
"4.12.0",Endpoint,Filesystem,"file_size",number,"The size of the file that is the object of the event, in kilobytes.",,true,""
"4.12.0",Endpoint,Filesystem,"process_id",string,"The numeric identifier of the process assigned by the operating system.",,,""
"4.12.0",Endpoint,Filesystem,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Endpoint,Filesystem,user,string,"The user account associated with the filesystem access.",,true,""
"4.12.0",Endpoint,Filesystem,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Filesystem,"vendor_product",string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Endpoint,Ports,"creation_time",timestamp,"The time at which the network port started listening on the endpoint.",,,""
"4.12.0",Endpoint,Ports,dest,string,"The endpoint for which the port is listening on.",,true,""
"4.12.0",Endpoint,Ports,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"dest_port",number,"Network port listening on the endpoint, such as 53.",,true,""
"4.12.0",Endpoint,Ports,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"process_id",string,"The numeric identifier of the process assigned by the operating system.",,,""
"4.12.0",Endpoint,Ports,src,string,"The ""remote"" system connected to the listening port (if applicable).",,true,""
"4.12.0",Endpoint,Ports,"src_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"src_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"src_port",number,"The ""remote"" port connected to the listening port (if applicable).",,true,""
"4.12.0",Endpoint,Ports,"src_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"src_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"src_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"src_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,state,string,"The status of the listening port, such as established, listening, etc.",,,""
"4.12.0",Endpoint,Ports,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Endpoint,Ports,transport,string,"The network transport protocol associated with the listening port, such as tcp, udp, etc.",,true,""
"4.12.0",Endpoint,Ports,"transport_dest_port",string,"Calculated as transport/dest_port, such as tcp/53.",,,""
"4.12.0",Endpoint,Ports,user,string,"The user account associated with the listening port.",,true,""
"4.12.0",Endpoint,Ports,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Ports,"vendor_product",string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Endpoint,Processes,action,string,"The action taken by the endpoint.",,,""
"4.12.0",Endpoint,Processes,"cpu_load_percent",number,"CPU load consumed by the process (in percent).",,,""
"4.12.0",Endpoint,Processes,dest,string,"The endpoint for which the process was spawned.",,true,""
"4.12.0",Endpoint,Processes,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_is_expected",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"mem_used",number,"Memory used by the process (in bytes).",,,""
"4.12.0",Endpoint,Processes,os,string,"The operating system of the resource, such as Microsoft Windows Server 2008r2.",,,""
"4.12.0",Endpoint,Processes,"parent_process",string,"The full command string of the parent process",,true,""
"4.12.0",Endpoint,Processes,"parent_process_exec",string,"The executable name of the parent process.",,,""
"4.12.0",Endpoint,Processes,"parent_process_guid",string,"The globally unique identifer of the parent process assigned by the vendor_product.",,,""
"4.12.0",Endpoint,Processes,"parent_process_id",number,"The numeric identifier of the parent process assigned by the operating system.",,,""
"4.12.0",Endpoint,Processes,"parent_process_name",string,"The friendly name of the parent process, such as notepad.exe.",,true,""
"4.12.0",Endpoint,Processes,"parent_process_path",string,"The file path of the parent process, such as C:\Windows\System32\notepad.exe.",,,""
"4.12.0",Endpoint,Processes,process,string,"The full command string of the spawned process. Such as C:\WINDOWS\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""",,true,""
"4.12.0",Endpoint,Processes,"process_current_directory",string,"The current working directory used to spawn the process.",,,""
"4.12.0",Endpoint,Processes,"process_exec",string,"The executable name of the process.",,,""
"4.12.0",Endpoint,Processes,"process_guid",string,"The globally unique identifer of the process assigned by the vendor_product.",,,""
"4.12.0",Endpoint,Processes,"process_hash",string,"The digest(s) of the parent process, such as <md5>, <sha1>, etc.",,,""
"4.12.0",Endpoint,Processes,"process_id",number,"The numeric identifier of the process assigned by the operating system.",,,""
"4.12.0",Endpoint,Processes,"process_integrity_level",string,"The integrity level of the process.","system, high, medium, low, untrusted",,""
"4.12.0",Endpoint,Processes,"process_name",string,"The friendly name of the process, such as notepad.exe.",,true,""
"4.12.0",Endpoint,Processes,"process_path",string,"The file path of the process, such as C:\Windows\System32\notepad.exe.",,,""
"4.12.0",Endpoint,Processes,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Endpoint,Processes,user,string,"The user account which spawned the process.",,true,""
"4.12.0",Endpoint,Processes,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"user_id",string,"The unique identifier of the user account which spawned the process.",,,""
"4.12.0",Endpoint,Processes,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Processes,"vendor_product",string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Endpoint,Registry,action,string,"The action performed on the resource.","created, deleted, modified, read",true,""
"4.12.0",Endpoint,Registry,dest,string,"The endpoint pertaining to the registry events.",,true,""
"4.12.0",Endpoint,Registry,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"process_id",string,"The numeric identifier of the process assigned by the operating system.",,,""
"4.12.0",Endpoint,Registry,"registry_hive",string,"The logical grouping of registry keys, subkeys, and values.","HKEY_CURRENT_CONFIG, HKEY_CURRENT_USER, HKEY_LOCAL_MACHINE\SAM, HKEY_LOCAL_MACHINE\Security, HKEY_LOCAL_MACHINE\Software, HKEY_LOCAL_MACHINE\System, HKEY_USERS\.DEFAULT",,""
"4.12.0",Endpoint,Registry,"registry_key_name",string,"The name of the registry key, such as PrinterDriverData.",,true,""
"4.12.0",Endpoint,Registry,"registry_path",string,"The path to the registry value, such as \win\directory\directory2\{676235CD-B656-42D5-B737-49856E97D072}\PrinterDriverData.",,true,""
"4.12.0",Endpoint,Registry,"registry_value_data",string,"The unaltered registry value.",,true,""
"4.12.0",Endpoint,Registry,"registry_value_name",string,"The name of the registry value.",,true,""
"4.12.0",Endpoint,Registry,"registry_value_text",string,"The textual representation of registry_value_data (if applicable).",,,""
"4.12.0",Endpoint,Registry,"registry_value_type",string,"The type of the registry value.","REG_BINARY, REG_DWORD, REG_DWORD_LITTLE_ENDIAN, REG_DWORD_BIG_ENDIAN, REG_EXPAND_SZ, REG_LINK, REG_MULTI_SZ, REG_NONE, REG_QWORD, REG_QWORD_LITTLE_ENDIAN, REG_SZ",true,""
"4.12.0",Endpoint,Registry,status,string,"The outcome of the registry action.","failure, success",,""
"4.12.0",Endpoint,Registry,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Endpoint,Registry,user,string,"The user account associated with the registry access.",,true,""
"4.12.0",Endpoint,Registry,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Registry,"vendor_product",string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0",Endpoint,Services,description,string,"The description of the service.",,,""
"4.12.0",Endpoint,Services,dest,string,"The endpoint for which the service is installed.",,true,""
"4.12.0",Endpoint,Services,"dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_is_expected",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_requires_av",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_should_timesync",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"dest_should_update",boolean,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"process_id",string,"The numeric identifier of the process assigned by the operating system.",,,""
"4.12.0",Endpoint,Services,service,string,"The full service name.",,true,""
"4.12.0",Endpoint,Services,"service_dll",string,"The dynamic link library associated with the service.",,,""
"4.12.0",Endpoint,Services,"service_dll_hash",string,"The digest(s) of the dynamic link library associated with the service, such as <md5>, <sha1>, etc.",,,""
"4.12.0",Endpoint,Services,"service_dll_path",string,"The file path to the dynamic link library assocatied with the service, such as C:\Windows\System32\comdlg32.dll.",,,""
"4.12.0",Endpoint,Services,"service_dll_signature_exists",boolean,"Whether or not the dynamic link library associated with the service has a digitally signed signature.",,,""
"4.12.0",Endpoint,Services,"service_dll_signature_verified",boolean,"Whether or not the dynamic link library associated with the service has had it's digitally signed signature verified.",,,""
"4.12.0",Endpoint,Services,"service_exec",string,"The executable name of the service.",,,""
"4.12.0",Endpoint,Services,"service_hash",string,"The digest(s) of the service, such as <md5>, <sha1>, etc.",,,""
"4.12.0",Endpoint,Services,"service_id",string,"The unique identifier of the service assigned by the operating system..",,true,""
"4.12.0",Endpoint,Services,"service_name",string,"The friendly service name.",,true,""
"4.12.0",Endpoint,Services,"service_path",string,"The file path of the service, such as C:\WINDOWS\system32\svchost.exe.",,,""
"4.12.0",Endpoint,Services,"service_signature_exists",boolean,"Whether or not the service has a digitally signed signature.",,,""
"4.12.0",Endpoint,Services,"service_signature_verified",boolean,"Whether or not the service has had it's digitally signed signature verified.",,,""
"4.12.0",Endpoint,Services,"start_mode",string,"The start mode for the service.","disabled, manual, auto",true,""
"4.12.0",Endpoint,Services,status,string,"The status of the service.","critical, started, stopped, warning",true,""
"4.12.0",Endpoint,Services,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0",Endpoint,Services,user,string,"The user account associated with the service.",,true,""
"4.12.0",Endpoint,Services,"user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",Endpoint,Services,"vendor_product",string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.",,true,""
"4.12.0","Interprocess_Messaging","All_Messaging",dest,string,"The destination of the message. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","dest_bunit",string,"The business unit of the destination.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","dest_category",string,"The type of message destination.","queue, topic",,""
"4.12.0","Interprocess_Messaging","All_Messaging","dest_priority",string,"The priority of the destination.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",duration,number,"The number of seconds from message call to message response. Can be derived by getting the difference between the request_sent_time and the message_received_time.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",endpoint,string,"The endpoint that the message accessed during the RPC (remote procedure call) transaction.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","endpoint_version",string,"The version of the endpoint accessed during the RPC (remote procedure call) transaction, such as 1.0 or 1.22.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",message,string,"A command or reference that an RPC (remote procedure call) reads or responds to.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_consumed_time",timestamp,"The time that the RPC (remote procedure call) read the message and was prepared to take some sort of action.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_correlation_id",string,"The message correlation identification value.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_delivered_time",timestamp,"The time that the message producer sent the message.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_delivery_mode",string,"The message delivery mode. Possible values depend on the type of message-oriented middleware (MOM) solution in use. They can be words like Transient (meaning the message is stored in memory and is lost if the server dies or restarts) or Persistent (meaning the message is stored both in memory and on disk and is preserved if the server dies or restarts). They can also be numbers like 1, 2, and so on.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_expiration_time",timestamp,"The time that the message expired.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_id",string,"The message identification.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_priority",string,"The priority of the message. Important jobs that the message queue should answer no matter what receive a higher message_priority than other jobs, ensuring they are completed before the others.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_properties",string,"An arbitrary list of message properties. The set of properties displayed depends on the message-oriented middleware (MOM) solution that you are using.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_received_time",timestamp,"The time that the message was received by a message-oriented middleware (MOM) solution.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_redelivered",boolean,"Indicates whether or not the message was redelivered.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_reply_dest",string,"The name of the destination for replies to the message.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","message_type",string,"The type of message, such as call or reply.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",parameters,string,"Arguments that have been passed to an endpoint by a REST call or something similar. A sample parameter could be something like foo=bar.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",payload,string,"The message payload.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","payload_type",string,"The type of payload in the message. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","request_payload",string,"The content of the message request.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","request_payload_type",string,"The type of payload in the message request. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","request_sent_time",timestamp,"The time that the message request was sent.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","response_code",string,"The response status code sent by the receiving server. Ranges between 200 and 404.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","response_payload_type",string,"The type of payload in the message response. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","response_received_time",timestamp,"The time that the message response was received.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","response_time",number,"The amount of time it took to receive a response, in seconds.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","return_message",string,"The response status message sent by the message server.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging","rpc_protocol",string,"The protocol that the message server uses for remote procedure calls (RPC). Possible values include HTTP REST, SOAP, and EJB.",,,""
"4.12.0","Interprocess_Messaging","All_Messaging",status,boolean,"The status of the message response.","pass, fail",,""
"4.12.0","Interprocess_Messaging","All_Messaging",tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",action,string,"The action taken by the intrusion detection system (IDS).",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",category,string,"The vendor-provided category of the triggered signature, such as spyware. Note: This field is a string. Use a category_id field for category ID fields that are integer data types (category_id fields are optional, so they are not included in this table).",,true,""
"4.12.0","Intrusion_Detection","IDS_Attacks",dest,string,"The destination of the attack detected by the intrusion detection system (IDS). You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",,true,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dest_port",number,"The destination port of the intrusion.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks","dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Intrusion_Detection","IDS_Attacks",dvc,string,"The device that detected the intrusion event. You can alias this from more specific fields, such as dvc_host, dvc_ip, or dvc_name.",,true,""
